UNITID,XBAREVCT,BAREVCT,XBAEXCLU,BAEXCLU,XBAAC150,BAAC150,XBANC100,BANC100,XBAGR100,BAGR100,XBANC150,BANC150,XBAGR150,BAGR150,XBAAEXCL,BAAEXCL,XBAAC200,BAAC200,XBANC20A,BANC200A,XBASTEND,BASTEND,XBANC200,BANC200,XBAGR200,BAGR200,XL4REVCT,L4REVCT,XL4EXCLU,L4EXCLU,XL4AC150,L4AC150,XL4NC100,L4NC100,XL4GR100,L4GR100,XL4NC150,L4NC150,XL4GR150,L4GR150,XL4AEXCL,L4AEXCL,XL4AC200,L4AC200,XL4NC20A,L4NC200A,XL4STEND,L4STEND,XL4NC200,L4NC200,XL4GR200,L4GR200 
123341,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1739,"R",0,"R",1739,"R",196,"R",11,"R",608,"R",35,"R",0,"R",1739,"R",153,"R",140,"R",761,"R",44
123350,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",81,"R",0,"R",81,"R",71,"R",88,"R",71,"R",88,"R",1,"R",80,"R",1,"R",0,"R",72,"R",90
123457,"R",157,"R",0,"R",157,"R",55,"R",35,"R",74,"R",47,"Z",0,"R",157,"R",0,"Z",0,"R",74,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
123484,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",166,"R",0,"R",166,"R",23,"R",14,"R",49,"R",30,"R",0,"R",166,"R",9,"R",5,"R",58,"R",35
123493,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",403,"R",0,"R",403,"R",301,"R",75,"R",301,"R",75,"Z",0,"R",403,"R",0,"Z",0,"R",301,"R",75
123527,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",924,"R",0,"R",924,"R",48,"R",5,"R",175,"R",19,"R",0,"R",924,"R",62,"R",105,"R",237,"R",26
123554,"R",647,"R",0,"R",647,"R",387,"R",60,"R",471,"R",73,"R",0,"R",647,"R",13,"R",1,"R",484,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
123572,"R",1547,"R",0,"R",1547,"R",430,"R",28,"R",947,"R",61,"R",0,"R",1547,"R",47,"R",4,"R",994,"R",64,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
123642,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",40,"R",1,"R",39,"R",20,"R",51,"R",27,"R",69,"R",0,"R",39,"R",0,"R",2,"R",27,"R",69
123651,"R",334,"R",0,"R",334,"R",163,"R",49,"R",186,"R",56,"R",0,"R",334,"R",0,"R",3,"R",186,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
123679,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",590,"R",0,"R",590,"R",239,"R",41,"R",436,"R",74,"R",0,"R",590,"R",4,"R",1,"R",440,"R",75
123800,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1643,"R",0,"R",1643,"R",82,"R",5,"R",364,"R",22,"R",0,"R",1643,"R",199,"R",222,"R",563,"R",34
123952,"R",14,"R",0,"R",14,"Z",0,"R",0,"R",4,"R",29,"R",0,"R",14,"R",3,"R",0,"R",7,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
123961,"R",2973,"R",23,"R",2950,"R",2274,"R",77,"R",2715,"R",92,"Z",0,"R",2950,"R",27,"R",9,"R",2742,"R",93,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
124113,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",334,"R",0,"R",334,"R",61,"R",18,"R",129,"R",39,"R",0,"R",334,"R",20,"R",19,"R",149,"R",45
124292,"R",86,"R",1,"R",85,"R",64,"R",75,"R",70,"R",82,"R",0,"R",85,"R",1,"R",0,"R",71,"R",84,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
124487,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",4,"R",0,"Z",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
124681,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",355,"R",0,"R",355,"R",185,"R",52,"R",269,"R",76,"Z",0,"R",355,"R",0,"Z",0,"R",269,"R",76
124706,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",604,"R",2,"R",602,"R",237,"R",39,"R",471,"R",78,"R",0,"R",602,"R",2,"R",0,"R",473,"R",79
124937,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",615,"R",0,"R",615,"R",238,"R",39,"R",464,"R",75,"R",0,"R",615,"R",2,"R",0,"R",466,"R",76
125028,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1266,"R",0,"R",1266,"R",153,"R",12,"R",441,"R",35,"R",0,"R",1266,"R",136,"R",139,"R",577,"R",46
125091,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1053,"R",0,"R",1053,"R",35,"R",3,"R",166,"R",16,"R",0,"R",1053,"R",98,"R",126,"R",264,"R",25
125170,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",329,"R",0,"R",329,"R",37,"R",11,"R",81,"R",25,"R",0,"R",329,"R",22,"R",22,"R",103,"R",31
125231,"R",18,"R",0,"R",18,"R",1,"R",6,"R",2,"R",11,"Z",0,"R",18,"R",0,"Z",0,"R",2,"R",11,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
125310,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12,"R",0,"R",12,"R",2,"R",17,"R",8,"R",67,"Z",0,"R",12,"R",0,"Z",0,"R",8,"R",67
125462,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",263,"R",0,"R",263,"R",37,"R",14,"R",75,"R",29,"R",0,"R",263,"R",14,"R",18,"R",89,"R",34
125499,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",613,"R",0,"R",613,"R",59,"R",10,"R",197,"R",32,"R",0,"R",613,"R",71,"R",51,"R",268,"R",44
125532,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",142,"R",0,"R",142,"R",14,"R",10,"R",80,"R",56,"R",0,"R",142,"R",8,"R",1,"R",88,"R",62
125727,"R",385,"R",0,"R",385,"R",284,"R",74,"R",296,"R",77,"R",0,"R",385,"R",3,"R",0,"R",299,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
125763,"R",455,"R",0,"R",455,"R",264,"R",58,"R",289,"R",64,"R",0,"R",455,"R",10,"R",0,"R",299,"R",66,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
125897,"R",102,"R",0,"R",102,"R",14,"R",14,"R",45,"R",44,"R",0,"R",102,"R",4,"R",1,"R",49,"R",48,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
126076,"R",55,"R",0,"R",55,"R",18,"R",33,"R",18,"R",33,"Z",0,"R",55,"R",1,"Z",0,"R",19,"R",35,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
126119,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",743,"R",0,"R",743,"R",54,"R",7,"R",174,"R",23,"Z",0,"R",743,"R",24,"R",12,"R",198,"R",27
126164,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",38,"R",0,"R",38,"R",19,"R",50,"R",31,"R",82,"R",0,"R",38,"R",0,"R",0,"R",31,"R",82
126182,"R",468,"R",2,"R",466,"R",64,"R",14,"R",134,"R",29,"R",2,"R",464,"R",6,"R",9,"R",140,"R",30,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
126207,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",276,"R",0,"R",276,"R",47,"R",17,"R",71,"R",26,"R",0,"R",276,"R",32,"R",10,"R",103,"R",37
126359,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",56,"R",0,"R",56,"R",10,"R",18,"R",17,"R",30,"R",0,"R",56,"R",5,"R",4,"R",22,"R",39
126562,"R",1020,"R",0,"R",1020,"R",210,"R",21,"R",492,"R",48,"R",0,"R",1020,"R",43,"R",20,"R",535,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
126580,"R",1124,"R",1,"R",1123,"R",284,"R",25,"R",523,"R",47,"R",0,"R",1123,"R",35,"R",18,"R",558,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
126605,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",499,"R",0,"R",499,"R",35,"R",7,"R",162,"R",32,"R",0,"R",499,"R",0,"R",0,"R",162,"R",32
126614,"R",5148,"R",10,"R",5138,"R",2438,"R",47,"R",3592,"R",70,"R",0,"R",5138,"R",75,"R",26,"R",3667,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
126669,"R",302,"R",0,"R",302,"R",126,"R",42,"R",157,"R",52,"R",0,"R",302,"R",3,"R",3,"R",160,"R",53,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
126678,"R",536,"R",1,"R",535,"R",441,"R",82,"R",463,"R",87,"R",0,"R",535,"R",6,"R",1,"R",469,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
126687,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",595,"R",0,"R",595,"R",374,"R",63,"R",436,"R",73,"R",0,"R",595,"R",4,"R",2,"R",440,"R",74
126748,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",150,"R",0,"R",150,"R",50,"R",33,"R",55,"R",37,"R",0,"R",150,"R",5,"R",1,"R",60,"R",40
126775,"R",874,"R",0,"R",874,"R",454,"R",52,"R",672,"R",77,"R",0,"R",874,"R",7,"R",1,"R",679,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
126784,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",153,"R",0,"R",153,"R",126,"R",82,"R",126,"R",82,"R",0,"R",153,"R",0,"R",0,"R",126,"R",82
126818,"R",4326,"R",5,"R",4321,"R",1820,"R",42,"R",2884,"R",67,"R",0,"R",4321,"R",64,"R",23,"R",2948,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
126827,"R",375,"R",0,"R",375,"R",23,"R",6,"R",38,"R",10,"R",0,"R",375,"R",1,"R",3,"R",39,"R",10,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
126863,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",284,"R",0,"R",284,"R",63,"R",22,"R",81,"R",29,"R",0,"R",284,"R",11,"R",12,"R",92,"R",32
126872,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",83,"R",0,"R",83,"R",21,"R",25,"R",32,"R",39,"Z",0,"R",83,"R",0,"Z",0,"R",32,"R",39
126915,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",106,"R",0,"R",106,"R",91,"R",86,"R",91,"R",86,"Z",0,"R",106,"R",0,"Z",0,"R",91,"R",86
126951,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",485,"R",0,"R",485,"R",257,"R",53,"R",325,"R",67,"R",0,"R",485,"R",3,"R",0,"R",328,"R",68
127060,"R",1216,"R",1,"R",1215,"R",806,"R",66,"R",962,"R",79,"R",0,"R",1215,"R",5,"R",3,"R",967,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
127158,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",491,"R",0,"R",491,"R",332,"R",68,"R",402,"R",82,"R",0,"R",491,"R",4,"R",0,"R",406,"R",83
127185,"R",830,"R",0,"R",830,"R",203,"R",24,"R",372,"R",45,"R",4,"R",826,"R",11,"R",3,"R",383,"R",46,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
127200,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1029,"R",2,"R",1027,"R",128,"R",12,"R",235,"R",23,"R",0,"R",1027,"R",61,"R",68,"R",296,"R",29
127316,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",40,"R",1,"R",39,"R",18,"R",46,"R",21,"R",54,"Z",0,"R",39,"R",0,"Z",0,"R",21,"R",54
127389,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",115,"R",0,"R",115,"R",41,"R",36,"R",46,"R",40,"R",1,"R",114,"R",1,"R",1,"R",47,"R",41
127556,"R",1108,"R",4,"R",1104,"R",155,"R",14,"R",395,"R",36,"R",5,"R",1099,"R",24,"R",25,"R",419,"R",38,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
127565,"R",1878,"R",2,"R",1876,"R",112,"R",6,"R",504,"R",27,"R",0,"R",1876,"R",101,"R",69,"R",605,"R",32,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
127617,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",68,"R",0,"R",68,"R",28,"R",41,"R",32,"R",47,"R",0,"R",68,"R",4,"R",0,"R",36,"R",53
127653,"R",38,"R",0,"R",38,"R",9,"R",24,"R",14,"R",37,"Z",0,"R",38,"R",0,"Z",0,"R",14,"R",37,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
127680,"R",2,"R",0,"R",2,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",2,"R",0,"Z",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
127714,"R",3,"R",0,"R",3,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",3,"R",1,"R",0,"R",1,"R",33,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
127732,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",357,"R",0,"R",357,"R",107,"R",30,"R",137,"R",38,"R",1,"R",356,"R",5,"R",5,"R",142,"R",40
127741,"R",2227,"R",6,"R",2221,"R",653,"R",29,"R",1074,"R",48,"R",0,"R",2221,"R",34,"R",12,"R",1108,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
127778,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",200,"R",0,"R",200,"R",62,"R",31,"R",67,"R",34,"R",0,"R",200,"R",4,"R",0,"R",71,"R",36
127787,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",13,"R",0,"R",13,"R",9,"R",69,"R",9,"R",69,"Z",0,"R",13,"R",0,"Z",0,"R",9,"R",69
127918,"R",428,"R",0,"R",428,"R",215,"R",50,"R",292,"R",68,"R",0,"R",428,"R",3,"R",0,"R",295,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
127945,"R",143,"R",0,"R",143,"R",41,"R",29,"R",67,"R",47,"R",0,"R",143,"R",0,"R",0,"R",67,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
128106,"R",979,"R",2,"R",977,"R",182,"R",19,"R",317,"R",32,"R",0,"R",977,"R",16,"R",6,"R",333,"R",34,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
128151,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",70,"R",0,"R",70,"R",58,"R",83,"R",58,"R",83,"Z",0,"R",70,"R",2,"Z",0,"R",60,"R",86
128179,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",250,"R",2,"R",248,"R",110,"R",44,"R",142,"R",57,"R",0,"R",248,"R",2,"R",0,"R",144,"R",58
128188,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",180,"R",1,"R",179,"R",95,"R",53,"R",114,"R",64,"R",0,"R",179,"R",1,"R",0,"R",115,"R",64
128258,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",246,"R",0,"R",246,"R",102,"R",41,"R",110,"R",45,"R",0,"R",246,"R",9,"R",7,"R",119,"R",48
128328,"R",1245,"R",29,"R",1216,"R",975,"R",80,"R",1013,"R",83,"R",0,"R",1216,"R",0,"R",0,"R",1013,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
128337,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",44,"R",0,"R",44,"Z",0,"R",0,"R",18,"R",41,"R",0,"R",44,"R",0,"R",0,"R",18,"R",41
128391,"R",479,"R",1,"R",478,"R",107,"R",22,"R",215,"R",45,"R",0,"R",478,"R",5,"R",3,"R",220,"R",46,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
128498,"R",159,"R",0,"R",159,"R",75,"R",47,"R",83,"R",52,"Z",0,"R",159,"R",2,"R",1,"R",85,"R",53,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
128577,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",226,"R",0,"R",226,"R",58,"R",26,"R",77,"R",34,"R",0,"R",226,"R",8,"R",16,"R",85,"R",38
128586,"R",15,"R",0,"R",15,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",15,"R",0,"Z",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
128674,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",288,"R",2,"R",286,"R",140,"R",49,"R",161,"R",56,"Z",0,"R",286,"R",0,"Z",0,"R",161,"R",56
128744,"R",594,"R",0,"R",594,"R",122,"R",21,"R",171,"R",29,"R",0,"R",594,"R",1,"R",0,"R",172,"R",29,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
128771,"R",1350,"R",10,"R",1340,"R",279,"R",21,"R",719,"R",54,"R",0,"R",1340,"R",40,"R",13,"R",759,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
128896,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",33,"R",0,"R",33,"R",22,"R",67,"R",24,"R",73,"Z",0,"R",33,"R",0,"Z",0,"R",24,"R",73
128902,"R",488,"R",0,"R",488,"R",395,"R",81,"R",410,"R",84,"R",0,"R",488,"R",1,"R",0,"R",411,"R",84,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
129002,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",47,"R",2,"R",45,"R",29,"R",64,"R",30,"R",67,"Z",0,"R",45,"R",0,"Z",0,"R",30,"R",67
129020,"R",3306,"R",18,"R",3288,"R",2300,"R",70,"R",2706,"R",82,"R",0,"R",3288,"R",36,"R",10,"R",2742,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
129154,"R",204,"R",0,"R",204,"R",1,"R",0,"R",10,"R",5,"R",0,"R",204,"R",3,"R",6,"R",13,"R",6,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
129181,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",594,"R",0,"R",594,"R",268,"R",45,"R",386,"R",65,"R",0,"R",594,"R",5,"R",0,"R",391,"R",66
129215,"R",915,"R",3,"R",912,"R",384,"R",42,"R",497,"R",54,"R",0,"R",912,"R",16,"R",2,"R",513,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
129242,"R",922,"R",1,"R",921,"R",722,"R",78,"R",757,"R",82,"R",0,"R",921,"R",3,"R",0,"R",760,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
129349,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",49,"R",0,"R",49,"R",0,"R",0,"R",43,"R",88,"Z",0,"R",49,"R",0,"Z",0,"R",43,"R",88
129367,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",299,"R",0,"R",299,"R",4,"R",1,"R",18,"R",6,"R",0,"R",299,"R",16,"R",20,"R",34,"R",11
129482,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",164,"R",0,"R",164,"R",37,"R",23,"R",74,"R",45,"R",0,"R",164,"R",0,"R",0,"R",74,"R",45
129525,"R",1126,"R",0,"R",1126,"R",540,"R",48,"R",678,"R",60,"Z",0,"R",1126,"R",8,"R",1,"R",686,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
129534,"R",2,"R",0,"R",2,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",2,"R",0,"Z",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
129543,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",522,"R",0,"R",522,"R",23,"R",4,"R",65,"R",12,"R",0,"R",522,"R",22,"R",89,"R",87,"R",17
129695,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",820,"R",0,"R",820,"R",42,"R",5,"R",154,"R",19,"R",0,"R",820,"R",34,"R",55,"R",188,"R",23
129729,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",798,"R",0,"R",798,"R",57,"R",7,"R",137,"R",17,"R",0,"R",798,"R",63,"R",93,"R",200,"R",25
129756,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",399,"R",0,"R",399,"R",23,"R",6,"R",70,"R",18,"R",0,"R",399,"R",19,"R",20,"R",89,"R",22
129774,"R",206,"R",0,"R",206,"R",79,"R",38,"R",93,"R",45,"Z",0,"R",206,"R",0,"R",1,"R",93,"R",45,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
129808,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",537,"R",0,"R",537,"R",31,"R",6,"R",78,"R",15,"R",0,"R",537,"R",4,"R",67,"R",82,"R",15
129923,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",388,"R",0,"R",388,"R",130,"R",34,"R",232,"R",60,"R",0,"R",388,"R",15,"R",0,"R",247,"R",64
129932,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",303,"R",0,"R",303,"R",181,"R",60,"R",193,"R",64,"Z",0,"R",303,"R",0,"Z",0,"R",193,"R",64
129941,"R",1005,"R",0,"R",1005,"R",452,"R",45,"R",567,"R",56,"R",4,"R",1001,"R",8,"R",2,"R",575,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
130004,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",669,"R",0,"R",669,"R",13,"R",2,"R",65,"R",10,"Z",0,"R",669,"R",42,"R",107,"R",107,"R",16
130040,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",178,"R",0,"R",178,"R",14,"R",8,"R",41,"R",23,"R",0,"R",178,"R",3,"R",12,"R",44,"R",25
130110,"R",20,"R",1,"R",19,"R",10,"R",53,"R",10,"R",53,"Z",0,"R",19,"R",0,"Z",0,"R",10,"R",53,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
130174,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",302,"R",0,"R",302,"R",198,"R",66,"R",204,"R",68,"Z",0,"R",302,"R",0,"Z",0,"R",204,"R",68
130183,"R",211,"R",0,"R",211,"R",29,"R",14,"R",32,"R",15,"R",0,"R",211,"R",0,"R",6,"R",32,"R",15,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
