UNITID,XBAREVCT,BAREVCT,XBAEXCLU,BAEXCLU,XBAAC150,BAAC150,XBANC100,BANC100,XBAGR100,BAGR100,XBANC150,BANC150,XBAGR150,BAGR150,XBAAEXCL,BAAEXCL,XBAAC200,BAAC200,XBANC20A,BANC200A,XBASTEND,BASTEND,XBANC200,BANC200,XBAGR200,BAGR200,XL4REVCT,L4REVCT,XL4EXCLU,L4EXCLU,XL4AC150,L4AC150,XL4NC100,L4NC100,XL4GR100,L4GR100,XL4NC150,L4NC150,XL4GR150,L4GR150,XL4AEXCL,L4AEXCL,XL4AC200,L4AC200,XL4NC20A,L4NC200A,XL4STEND,L4STEND,XL4NC200,L4NC200,XL4GR200,L4GR200 
479956,"R",35,"R",0,"R",35,"R",6,"R",17,"R",9,"R",26,"R",0,"R",35,"R",0,"R",1,"R",9,"R",26,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
479965,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",37,"R",0,"R",37,"R",8,"R",22,"R",29,"R",78,"Z",0,"R",37,"R",0,"Z",0,"R",29,"R",78
479974,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",35,"R",0,"R",35,"R",8,"R",23,"R",17,"R",49,"Z",0,"R",35,"R",0,"Z",0,"R",17,"R",49
479983,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4,"R",0,"R",4,"Z",0,"R",0,"R",4,"R",100,"Z",0,"R",4,"R",0,"Z",0,"R",4,"R",100
479992,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1,"R",0,"R",1,"R",1,"R",100,"R",1,"R",100,"Z",0,"R",1,"R",0,"Z",0,"R",1,"R",100
480000,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",29,"R",0,"R",29,"R",17,"R",59,"R",20,"R",69,"Z",0,"R",29,"R",0,"Z",0,"R",20,"R",69
480019,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",253,"R",0,"R",253,"R",171,"R",68,"R",232,"R",92,"Z",0,"R",253,"R",0,"Z",0,"R",232,"R",92
480028,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",40,"R",0,"R",40,"R",27,"R",68,"R",31,"R",78,"Z",0,"R",40,"R",0,"Z",0,"R",31,"R",78
480037,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",201,"R",0,"R",201,"R",144,"R",72,"R",154,"R",77,"Z",0,"R",201,"R",0,"Z",0,"R",154,"R",77
480091,"R",2,"R",0,"R",2,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
480125,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",151,"R",0,"R",151,"R",57,"R",38,"R",91,"R",60,"Z",0,"R",151,"R",0,"Z",0,"R",91,"R",60
480161,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",11,"R",0,"R",11,"R",2,"R",18,"R",5,"R",45,"Z",0,"R",11,"R",0,"Z",0,"R",5,"R",45
480170,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",33,"R",0,"R",33,"R",20,"R",61,"R",26,"R",79,"R",0,"R",33,"R",1,"R",0,"R",27,"R",82
480189,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",187,"R",2,"R",185,"R",52,"R",28,"R",65,"R",35,"R",0,"R",185,"R",4,"R",0,"R",69,"R",37
480198,"R",13,"R",0,"R",13,"R",2,"R",15,"R",6,"R",46,"Z",0,"R",13,"R",0,"Z",0,"R",6,"R",46,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
480310,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",64,"R",0,"R",64,"R",0,"R",0,"R",32,"R",50,"Z",0,"R",64,"R",0,"Z",0,"R",32,"R",50
480347,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",22,"R",0,"R",22,"R",1,"R",5,"R",12,"R",55,"Z",0,"R",22,"R",0,"Z",0,"R",12,"R",55
480471,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",154,"R",0,"R",154,"R",90,"R",58,"R",120,"R",78,"Z",0,"R",154,"R",0,"Z",0,"R",120,"R",78
480523,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",36,"R",0,"R",36,"R",16,"R",44,"R",30,"R",83,"Z",0,"R",36,"R",0,"Z",0,"R",30,"R",83
480532,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",75,"R",0,"R",75,"R",28,"R",37,"R",49,"R",65,"Z",0,"R",75,"R",0,"Z",0,"R",49,"R",65
480550,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",93,"R",0,"R",93,"R",39,"R",42,"R",68,"R",73,"Z",0,"R",93,"R",0,"Z",0,"R",68,"R",73
480693,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",54,"R",0,"R",54,"R",27,"R",50,"R",38,"R",70,"R",0,"R",54,"R",1,"R",0,"R",39,"R",72
480727,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",30,"R",0,"R",30,"R",29,"R",97,"R",29,"R",97,"Z",0,"R",30,"R",0,"Z",0,"R",29,"R",97
480736,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6,"R",0,"R",6,"R",2,"R",33,"R",6,"R",100,"Z",0,"R",6,"R",0,"Z",0,"R",6,"R",100
480824,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",267,"R",1,"R",266,"R",105,"R",39,"R",159,"R",60,"Z",0,"R",266,"R",0,"Z",0,"R",159,"R",60
480833,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",665,"R",1,"R",664,"R",336,"R",51,"R",492,"R",74,"Z",0,"R",664,"R",0,"Z",0,"R",492,"R",74
480842,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12,"R",0,"R",12,"R",3,"R",25,"R",10,"R",83,"Z",0,"R",12,"R",0,"Z",0,"R",10,"R",83
480851,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",23,"R",0,"R",23,"R",14,"R",61,"R",14,"R",61,"Z",0,"R",23,"R",0,"Z",0,"R",14,"R",61
480879,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",13,"R",0,"R",13,"R",1,"R",8,"R",8,"R",62,"Z",0,"R",13,"R",0,"Z",0,"R",8,"R",62
480888,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",235,"R",0,"R",235,"R",198,"R",84,"R",198,"R",84,"Z",0,"R",235,"R",0,"Z",0,"R",198,"R",84
480903,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",530,"R",0,"R",530,"R",362,"R",68,"R",432,"R",82,"R",0,"R",530,"R",0,"R",0,"R",432,"R",82
480921,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",26,"R",0,"R",26,"R",5,"R",19,"R",16,"R",62,"Z",0,"R",26,"R",0,"Z",0,"R",16,"R",62
480930,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",54,"R",0,"R",54,"R",0,"R",0,"R",45,"R",83,"Z",0,"R",54,"R",0,"Z",0,"R",45,"R",83
480967,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",40,"R",0,"R",40,"R",1,"R",3,"R",7,"R",18,"R",0,"R",40,"R",0,"R",0,"R",7,"R",18
480976,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12,"R",0,"R",12,"R",3,"R",25,"R",9,"R",75,"R",0,"R",12,"R",0,"R",0,"R",9,"R",75
480994,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"P",12,"P",0,"P",12,"P",1,"P",8,"P",7,"P",58,"P",0,"P",12,"P",0,"P",0,"P",7,"P",58
481003,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",149,"R",0,"R",149,"R",116,"R",78,"R",134,"R",90,"R",0,"R",149,"R",0,"R",0,"R",134,"R",90
481021,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",41,"R",0,"R",41,"R",21,"R",51,"R",21,"R",51,"R",0,"R",41,"R",0,"R",0,"R",21,"R",51
481049,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4,"R",0,"R",4,"R",3,"R",75,"R",3,"R",75,"Z",0,"R",4,"R",0,"Z",0,"R",3,"R",75
481100,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",40,"R",0,"R",40,"R",37,"R",93,"R",37,"R",93,"Z",0,"R",40,"R",0,"Z",0,"R",37,"R",93
481128,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",47,"R",0,"R",47,"R",39,"R",83,"R",43,"R",91,"Z",0,"R",47,"R",0,"Z",0,"R",43,"R",91
481137,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",20,"R",0,"R",20,"R",15,"R",75,"R",15,"R",75,"Z",0,"R",20,"R",0,"Z",0,"R",15,"R",75
481146,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",113,"R",0,"R",113,"R",60,"R",53,"R",86,"R",76,"Z",0,"R",113,"R",0,"Z",0,"R",86,"R",76
481155,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",54,"R",0,"R",54,"R",38,"R",70,"R",38,"R",70,"R",0,"R",54,"R",0,"R",0,"R",38,"R",70
481182,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",45,"R",0,"R",45,"R",39,"R",87,"R",39,"R",87,"Z",0,"R",45,"R",0,"Z",0,"R",39,"R",87
481191,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",310,"R",7,"R",303,"R",282,"R",93,"R",282,"R",93,"Z",0,"R",303,"R",0,"Z",0,"R",282,"R",93
481207,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",14,"R",0,"R",14,"R",14,"R",100,"R",14,"R",100,"Z",0,"R",14,"R",0,"Z",0,"R",14,"R",100
481225,"R",4,"R",0,"R",4,"R",1,"R",25,"R",1,"R",25,"Z",0,"R",4,"R",0,"Z",0,"R",1,"R",25,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
481243,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",32,"R",0,"R",32,"R",2,"R",6,"R",27,"R",84,"Z",0,"R",32,"R",0,"Z",0,"R",27,"R",84
481252,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",11,"R",0,"R",11,"R",1,"R",9,"R",1,"R",9,"Z",0,"R",11,"R",0,"Z",0,"R",1,"R",9
481289,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",52,"R",0,"R",52,"R",5,"R",10,"R",47,"R",90,"R",0,"R",52,"R",2,"R",0,"R",49,"R",94
481298,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",32,"R",0,"R",32,"R",2,"R",6,"R",25,"R",78,"Z",0,"R",32,"R",0,"Z",0,"R",25,"R",78
481313,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",30,"R",0,"R",30,"R",24,"R",80,"R",24,"R",80,"Z",0,"R",30,"R",0,"Z",0,"R",24,"R",80
481322,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",40,"R",0,"R",40,"R",15,"R",38,"R",15,"R",38,"Z",0,"R",40,"R",0,"Z",0,"R",15,"R",38
481331,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",16,"R",0,"R",16,"R",5,"R",31,"R",13,"R",81,"Z",0,"R",16,"R",0,"Z",0,"R",13,"R",81
481340,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",19,"R",0,"R",19,"R",3,"R",16,"R",17,"R",89,"R",0,"R",19,"R",1,"R",0,"R",18,"R",95
481368,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",31,"R",0,"R",31,"R",30,"R",97,"R",30,"R",97,"Z",0,"R",31,"R",0,"Z",0,"R",30,"R",97
481386,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",13,"R",0,"R",13,"R",10,"R",77,"R",10,"R",77,"Z",0,"R",13,"R",0,"Z",0,"R",10,"R",77
481395,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",16,"R",0,"R",16,"R",15,"R",94,"R",15,"R",94,"Z",0,"R",16,"R",0,"Z",0,"R",15,"R",94
481410,"R",18,"R",0,"R",18,"R",1,"R",6,"R",1,"R",6,"Z",0,"R",18,"R",0,"Z",0,"R",1,"R",6,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
481429,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",112,"R",0,"R",112,"R",28,"R",25,"R",65,"R",58,"R",0,"R",112,"R",0,"R",0,"R",65,"R",58
481447,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",54,"R",0,"R",54,"R",11,"R",20,"R",43,"R",80,"R",0,"R",54,"R",0,"R",0,"R",43,"R",80
481456,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4,"R",0,"R",4,"R",1,"R",25,"R",2,"R",50,"Z",0,"R",4,"R",0,"Z",0,"R",2,"R",50
481474,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3,"R",0,"R",3,"R",0,"R",0,"R",3,"R",100,"Z",0,"R",3,"R",0,"Z",0,"R",3,"R",100
481483,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",121,"R",0,"R",121,"R",80,"R",66,"R",104,"R",86,"R",7,"R",114,"R",0,"Z",0,"R",104,"R",91
481508,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",44,"R",0,"R",44,"R",1,"R",2,"R",37,"R",84,"R",0,"R",44,"R",1,"R",0,"R",38,"R",86
481517,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",42,"R",0,"R",42,"R",2,"R",5,"R",32,"R",76,"R",0,"R",42,"R",1,"R",0,"R",33,"R",79
481526,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",11,"R",0,"R",11,"R",1,"R",9,"R",7,"R",64,"Z",0,"R",11,"R",0,"Z",0,"R",7,"R",64
481562,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",54,"R",0,"R",54,"R",7,"R",13,"R",23,"R",43,"Z",0,"R",54,"R",0,"Z",0,"R",23,"R",43
481571,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10,"R",0,"R",10,"R",9,"R",90,"R",9,"R",90,"Z",0,"R",10,"R",0,"Z",0,"R",9,"R",90
481678,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",34,"R",0,"R",34,"R",0,"R",0,"R",11,"R",32,"Z",0,"R",34,"R",0,"Z",0,"R",11,"R",32
481739,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",28,"R",0,"R",28,"R",0,"R",0,"R",17,"R",61,"R",0,"R",28,"R",0,"R",0,"R",17,"R",61
481748,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",40,"R",0,"R",40,"R",0,"R",0,"R",19,"R",48,"Z",0,"R",40,"R",0,"Z",0,"R",19,"R",48
481845,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",61,"R",0,"R",61,"R",1,"R",2,"R",45,"R",74,"R",0,"R",61,"R",0,"R",0,"R",45,"R",74
481863,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",101,"R",0,"R",101,"R",44,"R",44,"R",65,"R",64,"Z",0,"R",101,"R",0,"Z",0,"R",65,"R",64
481890,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",46,"R",0,"R",46,"R",27,"R",59,"R",39,"R",85,"Z",0,"R",46,"R",0,"Z",0,"R",39,"R",85
481906,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",118,"R",0,"R",118,"R",46,"R",39,"R",96,"R",81,"Z",0,"R",118,"R",0,"Z",0,"R",96,"R",81
481942,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",81,"R",0,"R",81,"R",63,"R",78,"R",67,"R",83,"Z",0,"R",81,"R",0,"Z",0,"R",67,"R",83
481960,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",156,"R",0,"R",156,"R",113,"R",72,"R",113,"R",72,"Z",0,"R",156,"R",0,"Z",0,"R",113,"R",72
482015,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",623,"R",0,"R",623,"R",318,"R",51,"R",334,"R",54,"Z",0,"R",623,"R",49,"Z",0,"R",383,"R",61
482060,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",350,"R",0,"R",350,"R",27,"R",8,"R",182,"R",52,"Z",0,"R",350,"R",4,"Z",0,"R",186,"R",53
482097,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",125,"R",1,"R",124,"R",99,"R",80,"R",99,"R",80,"Z",0,"R",124,"R",0,"Z",0,"R",99,"R",80
482103,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",92,"R",0,"R",92,"R",46,"R",50,"R",75,"R",82,"Z",0,"R",92,"R",0,"Z",0,"R",75,"R",82
482149,"R",933,"R",0,"R",933,"R",55,"R",6,"R",246,"R",26,"Z",0,"R",933,"R",52,"R",24,"R",298,"R",32,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
482158,"R",183,"R",0,"R",183,"R",28,"R",15,"R",60,"R",33,"R",0,"R",183,"R",5,"R",6,"R",65,"R",36,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
482167,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9,"R",0,"R",9,"R",0,"R",0,"R",2,"R",22,"Z",0,"R",9,"R",0,"Z",0,"R",2,"R",22
482176,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",57,"R",0,"R",57,"R",1,"R",2,"R",32,"R",56,"R",0,"R",57,"R",3,"R",0,"R",35,"R",61
482185,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",19,"R",0,"R",19,"R",1,"R",5,"R",17,"R",89,"Z",0,"R",19,"R",0,"Z",0,"R",17,"R",89
482194,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",113,"R",0,"R",113,"R",82,"R",73,"R",101,"R",89,"Z",0,"R",113,"R",0,"Z",0,"R",101,"R",89
482200,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",59,"R",0,"R",59,"R",1,"R",2,"R",27,"R",46,"R",0,"R",59,"R",4,"R",0,"R",31,"R",53
482246,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",37,"R",0,"R",37,"R",21,"R",57,"R",21,"R",57,"R",0,"R",37,"R",0,"R",0,"R",21,"R",57
482255,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",25,"R",0,"R",25,"R",22,"R",88,"R",22,"R",88,"Z",0,"R",25,"R",0,"Z",0,"R",22,"R",88
482291,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",476,"R",0,"R",476,"R",235,"R",49,"R",354,"R",74,"Z",0,"R",476,"R",0,"Z",0,"R",354,"R",74
482413,"R",149,"R",0,"R",149,"R",21,"R",14,"R",27,"R",18,"R",0,"R",149,"R",0,"R",0,"R",27,"R",18,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
482422,"R",175,"R",1,"R",174,"R",30,"R",17,"R",44,"R",25,"R",0,"R",174,"R",4,"R",1,"R",48,"R",28,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
482431,"R",784,"R",5,"R",779,"R",181,"R",23,"R",231,"R",30,"R",0,"R",779,"R",6,"R",3,"R",237,"R",30,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
482440,"R",48,"R",0,"R",48,"R",4,"R",8,"R",6,"R",13,"R",0,"R",48,"R",2,"R",0,"R",8,"R",17,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
482459,"R",211,"R",0,"R",211,"R",41,"R",19,"R",50,"R",24,"R",0,"R",211,"R",3,"R",1,"R",53,"R",25,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
482468,"R",181,"R",0,"R",181,"R",24,"R",13,"R",32,"R",18,"R",1,"R",180,"R",1,"R",1,"R",33,"R",18,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
482477,"R",701,"R",1,"R",700,"R",103,"R",15,"R",156,"R",22,"R",0,"R",700,"R",7,"R",6,"R",163,"R",23,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
482486,"R",35,"R",0,"R",35,"R",5,"R",14,"R",6,"R",17,"R",0,"R",35,"R",1,"R",0,"R",7,"R",20,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
482538,"R",93,"R",0,"R",93,"R",22,"R",24,"R",27,"R",29,"R",0,"R",93,"R",0,"R",0,"R",27,"R",29,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
482547,"R",17,"R",0,"R",17,"Z",0,"R",0,"R",1,"R",6,"R",0,"R",17,"R",0,"R",0,"R",1,"R",6,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
482556,"R",165,"R",0,"R",165,"R",30,"R",18,"R",44,"R",27,"R",0,"R",165,"R",0,"R",2,"R",44,"R",27,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
482565,"R",36,"R",1,"R",35,"R",4,"R",11,"R",5,"R",14,"R",0,"R",35,"R",0,"R",0,"R",5,"R",14,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
482574,"R",162,"R",0,"R",162,"R",28,"R",17,"R",39,"R",24,"R",1,"R",161,"R",1,"R",0,"R",40,"R",25,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
482608,"R",160,"R",1,"R",159,"R",30,"R",19,"R",35,"R",22,"R",0,"R",159,"R",1,"R",0,"R",36,"R",23,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
482617,"R",19,"R",0,"R",19,"R",1,"R",5,"R",5,"R",26,"R",0,"R",19,"R",0,"R",0,"R",5,"R",26,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
482635,"R",274,"R",0,"R",274,"R",33,"R",12,"R",43,"R",16,"R",0,"R",274,"R",2,"R",0,"R",45,"R",16,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
482653,"R",64,"R",0,"R",64,"R",14,"R",22,"R",19,"R",30,"R",0,"R",64,"R",1,"R",0,"R",20,"R",31,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
482680,"R",945,"R",0,"R",945,"R",266,"R",28,"R",512,"R",54,"R",0,"R",945,"R",31,"R",5,"R",543,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
482963,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",199,"R",0,"R",199,"R",62,"R",31,"R",84,"R",42,"R",0,"R",199,"R",0,"R",0,"R",84,"R",42
