UNITID,XUGPO9_N,UGPO9_N,XUGPO9_T,UGPO9_T,XUGPO9_A,UGPO9_A,XGPO9_N,GPO9_N,XGPO9_T,GPO9_T,XGPO9_A,GPO9_A,XPO9_N,PO9_N,XPO9_T,PO9_T,XPO9_A,PO9_A,XUGDOD_N,UGDOD_N,XUGDOD_T,UGDOD_T,XUGDOD_A,UGDOD_A,XGDOD_N,GDOD_N,XGDOD_T,GDOD_T,XGDOD_A,GDOD_A,XDOD_N,DOD_N,XDOD_T,DOD_T,XDOD_A,DOD_A   
412535,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
412544,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
412599,"R",18,"R",94662,"R",5259,"A",,"A",,"A",,"R",18,"R",94662,"R",5259,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
413176,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",2,"R",8400,"R",4200,"A",,"A",,"A",,"R",2,"R",8400,"R",4200
413413,"R",735,"R",4850799,"R",6600,"R",1536,"R",11710085,"R",7624,"R",2271,"R",16560884,"R",7292,"R",56,"R",124831,"R",2229,"R",128,"R",242438,"R",1894,"R",184,"R",367269,"R",1996
413617,"R",6,"R",26865,"R",4478,"A",,"A",,"A",,"R",6,"R",26865,"R",4478,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
413626,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
413680,"R",99,"R",1542299,"R",15579,"A",,"A",,"A",,"R",99,"R",1542299,"R",15579,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
413778,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
413802,"R",8,"R",37355,"R",4669,"A",,"A",,"A",,"R",8,"R",37355,"R",4669,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
413820,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
413893,"R",26,"R",303509,"R",11673,"A",,"A",,"A",,"R",26,"R",303509,"R",11673,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
413945,"R",3,"R",47683,"R",15894,"A",,"A",,"A",,"R",3,"R",47683,"R",15894,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
413972,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
414063,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
414124,"R",18,"R",259715,"R",14429,"A",,"A",,"A",,"R",18,"R",259715,"R",14429,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
414461,"R",103,"R",575476,"R",5587,"A",,"A",,"A",,"R",103,"R",575476,"R",5587,"R",1,"R",3960,"R",3960,"A",,"A",,"A",,"R",1,"R",3960,"R",3960
414489,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
414540,"R",4,"R",32616,"R",8154,"A",,"A",,"A",,"R",4,"R",32616,"R",8154,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
414595,"R",5,"R",85069,"R",17014,"R",14,"R",214841,"R",15346,"R",19,"R",299910,"R",15785,"R",1,"R",740,"R",740,"R",0,"R",0,"A",,"R",1,"R",740,"R",740
414823,"R",37,"R",678799,"R",18346,"R",0,"R",0,"A",,"R",37,"R",678799,"R",18346,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
414869,"R",7,"R",118193,"R",16885,"A",,"A",,"A",,"R",7,"R",118193,"R",16885,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
414878,"R",22,"R",197790,"R",8990,"R",6,"R",59139,"R",9857,"R",28,"R",256929,"R",9176,"R",2,"R",5250,"R",2625,"R",1,"R",750,"R",750,"R",3,"R",6000,"R",2000
414911,"R",23,"R",99924,"R",4345,"A",,"A",,"A",,"R",23,"R",99924,"R",4345,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
414939,"R",7,"R",47477,"R",6782,"A",,"A",,"A",,"R",7,"R",47477,"R",6782,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
415039,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
415057,"R",6,"R",110962,"R",18494,"A",,"A",,"A",,"R",6,"R",110962,"R",18494,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
415987,"R",9,"R",105846,"R",11761,"A",,"A",,"A",,"R",9,"R",105846,"R",11761,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
416458,"R",2,"R",36282,"R",18141,"A",,"A",,"A",,"R",2,"R",36282,"R",18141,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
416801,"R",4,"R",16466,"R",4117,"R",1,"R",1213,"R",1213,"R",5,"R",17679,"R",3536,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
417008,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417062,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417105,"R",9,"R",11955,"R",1328,"A",,"A",,"A",,"R",9,"R",11955,"R",1328,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417123,"R",2,"R",12031,"R",6016,"A",,"A",,"A",,"R",2,"R",12031,"R",6016,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417248,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417275,"R",7,"R",25200,"R",3600,"A",,"A",,"A",,"R",7,"R",25200,"R",3600,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417318,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417327,"R",5,"R",56124,"R",11225,"A",,"A",,"A",,"R",5,"R",56124,"R",11225,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417381,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417406,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417442,"R",1,"R",9387,"R",9387,"A",,"A",,"A",,"R",1,"R",9387,"R",9387,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417503,"R",3,"R",29720,"R",9907,"A",,"A",,"A",,"R",3,"R",29720,"R",9907,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417549,"R",4,"R",44526,"R",11132,"A",,"A",,"A",,"R",4,"R",44526,"R",11132,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417600,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417628,"R",1,"R",5800,"R",5800,"A",,"A",,"A",,"R",1,"R",5800,"R",5800,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417637,"R",5,"R",38225,"R",7645,"A",,"A",,"A",,"R",5,"R",38225,"R",7645,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417646,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417655,"R",2,"R",23445,"R",11723,"A",,"A",,"A",,"R",2,"R",23445,"R",11723,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417673,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417682,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417716,"R",3,"R",30643,"R",10214,"A",,"A",,"A",,"R",3,"R",30643,"R",10214,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417725,"R",3,"R",27525,"R",9175,"A",,"A",,"A",,"R",3,"R",27525,"R",9175,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417734,"R",4,"R",19886,"R",4972,"A",,"A",,"A",,"R",4,"R",19886,"R",4972,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417752,"R",2,"R",9185,"R",4593,"A",,"A",,"A",,"R",2,"R",9185,"R",4593,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417804,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417831,"R",1,"R",5500,"R",5500,"A",,"A",,"A",,"R",1,"R",5500,"R",5500,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417840,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417868,"R",3,"R",40072,"R",13357,"A",,"A",,"A",,"R",3,"R",40072,"R",13357,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417886,"R",10,"R",69477,"R",6948,"A",,"A",,"A",,"R",10,"R",69477,"R",6948,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417910,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417983,"R",3,"R",20850,"R",6950,"A",,"A",,"A",,"R",3,"R",20850,"R",6950,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
417992,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418001,"R",5,"R",36491,"R",7298,"A",,"A",,"A",,"R",5,"R",36491,"R",7298,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418010,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418029,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418038,"R",1,"R",12009,"R",12009,"A",,"A",,"A",,"R",1,"R",12009,"R",12009,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418056,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418065,"R",2,"R",11685,"R",5843,"A",,"A",,"A",,"R",2,"R",11685,"R",5843,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418083,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418126,"R",4,"R",56160,"R",14040,"R",0,"R",0,"A",,"R",4,"R",56160,"R",14040,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
418171,"R",19,"R",266000,"R",14000,"A",,"A",,"A",,"R",19,"R",266000,"R",14000,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418199,"R",2,"R",13256,"R",6628,"A",,"A",,"A",,"R",2,"R",13256,"R",6628,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418205,"R",15,"R",109807,"R",7320,"A",,"A",,"A",,"R",15,"R",109807,"R",7320,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418223,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418250,"R",15,"R",67445,"R",4496,"A",,"A",,"A",,"R",15,"R",67445,"R",4496,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418269,"R",6,"R",68273,"R",11379,"A",,"A",,"A",,"R",6,"R",68273,"R",11379,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418278,"R",3,"R",11956,"R",3985,"A",,"A",,"A",,"R",3,"R",11956,"R",3985,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418296,"R",9,"R",14868,"R",1652,"A",,"A",,"A",,"R",9,"R",14868,"R",1652,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418302,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418320,"R",1,"R",455,"R",455,"A",,"A",,"A",,"R",1,"R",455,"R",455,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418339,"R",1,"R",1075,"R",1075,"A",,"A",,"A",,"R",1,"R",1075,"R",1075,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418348,"R",3,"R",8710,"R",2903,"A",,"A",,"A",,"R",3,"R",8710,"R",2903,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418357,"R",1,"R",2666,"R",2666,"A",,"A",,"A",,"R",1,"R",2666,"R",2666,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418409,"R",7,"R",65048,"R",9293,"A",,"A",,"A",,"R",7,"R",65048,"R",9293,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418427,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418445,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418454,"R",7,"R",74843,"R",10692,"A",,"A",,"A",,"R",7,"R",74843,"R",10692,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418481,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418515,"R",2,"R",7366,"R",3683,"A",,"A",,"A",,"R",2,"R",7366,"R",3683,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418524,"R",1,"R",3991,"R",3991,"A",,"A",,"A",,"R",1,"R",3991,"R",3991,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418533,"R",5,"R",47552,"R",9510,"A",,"A",,"A",,"R",5,"R",47552,"R",9510,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418542,"R",3,"R",31978,"R",10659,"A",,"A",,"A",,"R",3,"R",31978,"R",10659,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418560,"R",1,"R",13229,"R",13229,"A",,"A",,"A",,"R",1,"R",13229,"R",13229,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418588,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418603,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418612,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418658,"R",18,"R",91097,"R",5061,"A",,"A",,"A",,"R",18,"R",91097,"R",5061,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418755,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418764,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418773,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418782,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418870,"R",26,"R",246705,"R",9489,"A",,"A",,"A",,"R",26,"R",246705,"R",9489,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418889,"R",36,"R",231074,"R",6419,"A",,"A",,"A",,"R",36,"R",231074,"R",6419,"R",1,"R",1250,"R",1250,"A",,"A",,"A",,"R",1,"R",1250,"R",1250
418913,"R",1,"R",9500,"R",9500,"A",,"A",,"A",,"R",1,"R",9500,"R",9500,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
418968,"R",3,"R",19303,"R",6434,"A",,"A",,"A",,"R",3,"R",19303,"R",6434,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
419031,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
419095,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
419183,"R",4,"R",34000,"R",8500,"A",,"A",,"A",,"R",4,"R",34000,"R",8500,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
419217,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
419226,"R",30,"R",89127,"R",2971,"A",,"A",,"A",,"R",30,"R",89127,"R",2971,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
419235,"R",12,"R",162000,"R",13500,"A",,"A",,"A",,"R",12,"R",162000,"R",13500,"R",1,"R",3159,"R",3159,"A",,"A",,"A",,"R",1,"R",3159,"R",3159
419244,"R",22,"R",235654,"R",10712,"A",,"A",,"A",,"R",22,"R",235654,"R",10712,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
419253,"R",4,"R",51055,"R",12764,"A",,"A",,"A",,"R",4,"R",51055,"R",12764,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
419280,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
419332,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
419341,"R",6,"R",68005,"R",11334,"A",,"A",,"A",,"R",6,"R",68005,"R",11334,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
419411,"R",13,"R",155107,"R",11931,"A",,"A",,"A",,"R",13,"R",155107,"R",11931,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
419420,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
419457,"R",7,"R",52278,"R",7468,"R",24,"R",265091,"R",11045,"R",31,"R",317369,"R",10238,"R",0,"R",0,"A",,"R",1,"R",3000,"R",3000,"R",1,"R",3000,"R",3000
419484,"R",3,"R",46710,"R",15570,"A",,"A",,"A",,"R",3,"R",46710,"R",15570,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
419633,"R",1,"R",5540,"R",5540,"A",,"A",,"A",,"R",1,"R",5540,"R",5540,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
419660,"R",1,"R",10954,"R",10954,"A",,"A",,"A",,"R",1,"R",10954,"R",10954,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
419703,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
419712,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
419721,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
420024,"R",3,"R",47686,"R",15895,"A",,"A",,"A",,"R",3,"R",47686,"R",15895,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
420042,"R",488,"R",4168466,"R",8542,"R",66,"R",582647,"R",8828,"R",554,"R",4751113,"R",8576,"R",14,"R",43050,"R",3075,"R",0,"R",0,"A",,"R",14,"R",43050,"R",3075
420103,"R",1,"R",17293,"R",17293,"A",,"A",,"A",,"R",1,"R",17293,"R",17293,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
420130,"R",4,"R",33947,"R",8487,"A",,"A",,"A",,"R",4,"R",33947,"R",8487,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
420246,"A",,"A",,"A",,"R",2,"R",39051,"R",19526,"R",2,"R",39051,"R",19526,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
420255,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
420325,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
420343,"R",67,"R",834580,"R",12456,"A",,"A",,"A",,"R",67,"R",834580,"R",12456,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
420370,"R",3,"R",42019,"R",14006,"A",,"A",,"A",,"R",3,"R",42019,"R",14006,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
420398,"R",1416,"R",1499554,"R",1059,"A",,"A",,"A",,"R",1416,"R",1499554,"R",1059,"R",206,"R",90062,"R",437,"A",,"A",,"A",,"R",206,"R",90062,"R",437
420431,"R",28,"R",44671,"R",1595,"A",,"A",,"A",,"R",28,"R",44671,"R",1595,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
420440,"R",35,"R",64476,"R",1842,"A",,"A",,"A",,"R",35,"R",64476,"R",1842,"R",1,"R",694,"R",694,"A",,"A",,"A",,"R",1,"R",694,"R",694
420459,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
420468,"R",4,"R",43775,"R",10944,"A",,"A",,"A",,"R",4,"R",43775,"R",10944,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
420538,"R",52,"R",130838,"R",2516,"A",,"A",,"A",,"R",52,"R",130838,"R",2516,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
420556,"R",22,"R",82951,"R",3771,"A",,"A",,"A",,"R",22,"R",82951,"R",3771,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
420574,"R",442,"R",4652486,"R",10526,"R",12,"R",126773,"R",10564,"R",454,"R",4779259,"R",10527,"R",88,"R",216940,"R",2465,"R",0,"R",0,"A",,"R",88,"R",216940,"R",2465
420608,"R",1,"R",9659,"R",9659,"A",,"A",,"A",,"R",1,"R",9659,"R",9659,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
420723,"R",19,"R",53014,"R",2790,"A",,"A",,"A",,"R",19,"R",53014,"R",2790,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
420981,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
421513,"R",17,"R",212392,"R",12494,"A",,"A",,"A",,"R",17,"R",212392,"R",12494,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
421610,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
421665,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
421708,"R",10,"R",127059,"R",12706,"A",,"A",,"A",,"R",10,"R",127059,"R",12706,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
421717,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
421771,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
421832,"R",16,"R",239654,"R",14978,"A",,"A",,"A",,"R",16,"R",239654,"R",14978,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
421841,"R",6,"R",105797,"R",17633,"A",,"A",,"A",,"R",6,"R",105797,"R",17633,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
421878,"R",5,"R",53795,"R",10759,"A",,"A",,"A",,"R",5,"R",53795,"R",10759,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
421896,"R",2,"R",9066,"R",4533,"A",,"A",,"A",,"R",2,"R",9066,"R",4533,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
422190,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
