UNITID,XUGPO9_N,UGPO9_N,XUGPO9_T,UGPO9_T,XUGPO9_A,UGPO9_A,XGPO9_N,GPO9_N,XGPO9_T,GPO9_T,XGPO9_A,GPO9_A,XPO9_N,PO9_N,XPO9_T,PO9_T,XPO9_A,PO9_A,XUGDOD_N,UGDOD_N,XUGDOD_T,UGDOD_T,XUGDOD_A,UGDOD_A,XGDOD_N,GDOD_N,XGDOD_T,GDOD_T,XGDOD_A,GDOD_A,XDOD_N,DOD_N,XDOD_T,DOD_T,XDOD_A,DOD_A   
107318,"R",20,"R",44912,"R",2246,"A",,"A",,"A",,"R",20,"R",44912,"R",2246,"R",1,"R",2235,"R",2235,"A",,"A",,"A",,"R",1,"R",2235,"R",2235
107327,"R",12,"R",23995,"R",2000,"A",,"A",,"A",,"R",12,"R",23995,"R",2000,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
107442,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
107460,"R",34,"R",82432,"R",2424,"A",,"A",,"A",,"R",34,"R",82432,"R",2424,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
107488,"R",1,"R",1999,"R",1999,"A",,"A",,"A",,"R",1,"R",1999,"R",1999,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
107512,"R",20,"R",276697,"R",13835,"A",,"A",,"A",,"R",20,"R",276697,"R",13835,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
107521,"R",17,"R",49922,"R",2937,"A",,"A",,"A",,"R",17,"R",49922,"R",2937,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
107549,"R",23,"R",40568,"R",1764,"A",,"A",,"A",,"R",23,"R",40568,"R",1764,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
107558,"R",6,"R",92219,"R",15370,"A",,"A",,"A",,"R",6,"R",92219,"R",15370,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
107585,"R",45,"R",120814,"R",2685,"A",,"A",,"A",,"R",45,"R",120814,"R",2685,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
107600,"R",13,"R",117199,"R",9015,"A",,"A",,"A",,"R",13,"R",117199,"R",9015,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
107619,"R",8,"R",10869,"R",1359,"A",,"A",,"A",,"R",8,"R",10869,"R",1359,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
107637,"R",47,"R",57767,"R",1229,"A",,"A",,"A",,"R",47,"R",57767,"R",1229,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
107655,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
107664,"R",167,"R",948251,"R",5678,"A",,"A",,"A",,"R",167,"R",948251,"R",5678,"R",11,"R",12480,"R",1135,"A",,"A",,"A",,"R",11,"R",12480,"R",1135
107725,"R",24,"R",37427,"R",1559,"A",,"A",,"A",,"R",24,"R",37427,"R",1559,"R",1,"R",714,"R",714,"A",,"A",,"A",,"R",1,"R",714,"R",714
107743,"R",23,"R",58130,"R",2527,"A",,"A",,"A",,"R",23,"R",58130,"R",2527,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
107789,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
107831,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
107840,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
107877,"R",8,"R",116520,"R",14565,"R",0,"R",0,"A",,"R",8,"R",116520,"R",14565,"R",1,"R",4000,"R",4000,"R",0,"R",0,"A",,"R",1,"R",4000,"R",4000
107974,"R",16,"R",32744,"R",2047,"A",,"A",,"A",,"R",16,"R",32744,"R",2047,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
107983,"R",33,"R",227980,"R",6908,"R",6,"R",31654,"R",5276,"R",39,"R",259634,"R",6657,"R",1,"R",1420,"R",1420,"R",2,"R",3000,"R",1500,"R",3,"R",4420,"R",1473
107992,"R",24,"R",64167,"R",2674,"A",,"A",,"A",,"R",24,"R",64167,"R",2674,"R",1,"R",1728,"R",1728,"A",,"A",,"A",,"R",1,"R",1728,"R",1728
108065,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
108092,"R",186,"R",837675,"R",4504,"R",0,"R",0,"A",,"R",186,"R",837675,"R",4504,"R",7,"R",10809,"R",1544,"R",1,"R",1500,"R",1500,"R",8,"R",12309,"R",1539
108232,"R",844,"R",13482808,"R",15975,"R",153,"R",1877734,"R",12273,"R",997,"R",15360542,"R",15407,"R",96,"R",127448,"R",1328,"R",8,"R",15750,"R",1969,"R",104,"R",143198,"R",1377
108269,"A",,"A",,"A",,"R",3,"R",34906,"R",11635,"R",3,"R",34906,"R",11635,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
108348,"R",2,"R",7500,"R",3750,"A",,"A",,"A",,"R",2,"R",7500,"R",3750,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
108649,"R",2,"R",24072,"R",12036,"A",,"A",,"A",,"R",2,"R",24072,"R",12036,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
108667,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
108807,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
108852,"R",12,"R",279996,"R",23333,"A",,"A",,"A",,"R",12,"R",279996,"R",23333,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
108870,"A",,"A",,"A",,"R",3,"R",136005,"R",45335,"R",3,"R",136005,"R",45335,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
108977,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
109040,"R",19,"R",345172,"R",18167,"A",,"A",,"A",,"R",19,"R",345172,"R",18167,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
109086,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
109208,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
109350,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
109651,"R",18,"R",299695,"R",16650,"R",1,"R",26805,"R",26805,"R",19,"R",326500,"R",17184,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
109721,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
109730,"R",19,"R",242821,"R",12780,"A",,"A",,"A",,"R",19,"R",242821,"R",12780,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
109785,"R",92,"R",2456600,"R",26702,"R",78,"R",950566,"R",12187,"R",170,"R",3407166,"R",20042,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
109819,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
109907,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
109934,"R",31,"R",608588,"R",19632,"A",,"A",,"A",,"R",31,"R",608588,"R",19632,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
110060,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
110097,"R",47,"R",988402,"R",21030,"R",33,"R",245370,"R",7435,"R",80,"R",1233772,"R",15422,"R",3,"R",5215,"R",1738,"R",6,"R",10694,"R",1782,"R",9,"R",15909,"R",1768
110194,"R",22,"R",363348,"R",16516,"A",,"A",,"A",,"R",22,"R",363348,"R",16516,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
110219,"R",167,"R",1407054,"R",8425,"R",0,"R",0,"A",,"R",167,"R",1407054,"R",8425,"R",5,"R",21715,"R",4343,"R",0,"R",0,"A",,"R",5,"R",21715,"R",4343
110246,"R",376,"R",130950,"R",348,"A",,"A",,"A",,"R",376,"R",130950,"R",348,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
110316,"R",0,"R",0,"A",,"R",39,"R",889395,"R",22805,"R",39,"R",889395,"R",22805,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
110334,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
110361,"R",322,"R",6422420,"R",19945,"R",78,"R",957030,"R",12270,"R",400,"R",7379450,"R",18449,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
110370,"R",14,"R",429720,"R",30694,"R",4,"R",117059,"R",29265,"R",18,"R",546779,"R",30377,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
110398,"A",,"A",,"A",,"R",20,"R",903440,"R",45172,"R",20,"R",903440,"R",45172,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
110404,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
110413,"R",89,"R",1218999,"R",13697,"R",56,"R",464055,"R",8287,"R",145,"R",1683054,"R",11607,"R",0,"R",0,"A",,"R",1,"R",2250,"R",2250,"R",1,"R",2250,"R",2250
110422,"R",161,"R",771062,"R",4789,"R",16,"R",84189,"R",5262,"R",177,"R",855251,"R",4832,"R",2,"R",2534,"R",1267,"R",0,"R",0,"A",,"R",2,"R",2534,"R",1267
110468,"R",17,"R",228493,"R",13441,"R",73,"R",1049896,"R",14382,"R",90,"R",1278389,"R",14204,"R",3,"R",13500,"R",4500,"R",0,"R",0,"A",,"R",3,"R",13500,"R",4500
110486,"R",75,"R",460653,"R",6142,"R",16,"R",84221,"R",5264,"R",91,"R",544874,"R",5988,"R",2,"R",5917,"R",2959,"R",0,"R",0,"A",,"R",2,"R",5917,"R",2959
110495,"R",54,"R",252655,"R",4679,"R",10,"R",71568,"R",7157,"R",64,"R",324223,"R",5066,"R",2,"R",6021,"R",3011,"R",0,"R",0,"A",,"R",2,"R",6021,"R",3011
110510,"R",169,"R",824959,"R",4881,"R",42,"R",259593,"R",6181,"R",211,"R",1084552,"R",5140,"R",20,"R",46779,"R",2339,"R",2,"R",5210,"R",2605,"R",22,"R",51989,"R",2363
110529,"R",260,"R",1208714,"R",4649,"R",12,"R",72683,"R",6057,"R",272,"R",1281397,"R",4711,"R",7,"R",17821,"R",2546,"R",2,"R",2428,"R",1214,"R",9,"R",20249,"R",2250
110538,"R",147,"R",707518,"R",4813,"R",17,"R",73088,"R",4299,"R",164,"R",780606,"R",4760,"R",2,"R",6556,"R",3278,"R",0,"R",0,"A",,"R",2,"R",6556,"R",3278
110547,"R",72,"R",300946,"R",4180,"R",24,"R",94822,"R",3951,"R",96,"R",395768,"R",4123,"R",2,"R",1500,"R",750,"R",8,"R",15130,"R",1891,"R",10,"R",16630,"R",1663
110556,"R",138,"R",581705,"R",4215,"R",23,"R",200860,"R",8733,"R",161,"R",782565,"R",4861,"R",4,"R",7121,"R",1780,"R",1,"R",400,"R",400,"R",5,"R",7521,"R",1504
110565,"R",395,"R",1396656,"R",3536,"R",37,"R",204060,"R",5515,"R",432,"R",1600716,"R",3705,"R",10,"R",26042,"R",2604,"R",6,"R",17272,"R",2879,"R",16,"R",43314,"R",2707
110574,"R",205,"R",881405,"R",4300,"R",25,"R",183114,"R",7325,"R",230,"R",1064519,"R",4628,"R",7,"R",12278,"R",1754,"R",0,"R",0,"A",,"R",7,"R",12278,"R",1754
110583,"R",330,"R",1276021,"R",3867,"R",53,"R",304380,"R",5743,"R",383,"R",1580401,"R",4126,"R",6,"R",18943,"R",3157,"R",3,"R",6250,"R",2083,"R",9,"R",25193,"R",2799
110592,"R",162,"R",752722,"R",4646,"R",22,"R",150114,"R",6823,"R",184,"R",902836,"R",4907,"R",5,"R",14648,"R",2930,"R",1,"R",1500,"R",1500,"R",6,"R",16148,"R",2691
110608,"R",336,"R",1403765,"R",4178,"R",46,"R",261049,"R",5675,"R",382,"R",1664814,"R",4358,"R",1,"R",1500,"R",1500,"R",5,"R",10555,"R",2111,"R",6,"R",12055,"R",2009
110617,"R",360,"R",1444110,"R",4011,"R",31,"R",138937,"R",4482,"R",391,"R",1583047,"R",4049,"R",20,"R",43014,"R",2151,"R",5,"R",8250,"R",1650,"R",25,"R",51264,"R",2051
110635,"R",122,"R",1674061,"R",13722,"R",110,"R",4004754,"R",36407,"R",232,"R",5678815,"R",24478,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
110644,"R",204,"R",4773505,"R",23400,"R",37,"R",2384495,"R",64446,"R",241,"R",7158000,"R",29701,"R",2,"R",4975,"R",2488,"R",1,"R",4460,"R",4460,"R",3,"R",9435,"R",3145
110653,"R",93,"R",897264,"R",9648,"R",50,"R",1558920,"R",31178,"R",143,"R",2456184,"R",17176,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
110662,"R",122,"R",934457,"R",7659,"R",136,"R",5936253,"R",43649,"R",258,"R",6870710,"R",26631,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
110671,"R",56,"R",658609,"R",11761,"R",16,"R",369399,"R",23087,"R",72,"R",1028008,"R",14278,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
110680,"R",170,"R",4588580,"R",26992,"R",75,"R",3159958,"R",42133,"R",245,"R",7748538,"R",31627,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
110699,"A",,"A",,"A",,"R",24,"R",781114,"R",32546,"R",24,"R",781114,"R",32546,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
110705,"R",54,"R",538404,"R",9970,"R",0,"R",0,"A",,"R",54,"R",538404,"R",9970,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
110714,"R",56,"R",631093,"R",11270,"R",3,"R",42619,"R",14206,"R",59,"R",673712,"R",11419,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
110778,"R",0,"R",0,"A",,"R",4,"R",56875,"R",14219,"R",4,"R",56875,"R",14219,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
110875,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
110918,"R",1,"R",963,"R",963,"A",,"A",,"A",,"R",1,"R",963,"R",963,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
111054,"R",24,"R",355978,"R",14832,"A",,"A",,"A",,"R",24,"R",355978,"R",14832,"R",1,"R",1200,"R",1200,"A",,"A",,"A",,"R",1,"R",1200,"R",1200
111081,"R",4,"R",98099,"R",24525,"R",2,"R",33676,"R",16838,"R",6,"R",131775,"R",21963,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
111188,"R",45,"R",340039,"R",7556,"R",2,"R",33200,"R",16600,"R",47,"R",373239,"R",7941,"R",0,"R",0,"A",,"R",1,"R",1500,"R",1500,"R",1,"R",1500,"R",1500
111391,"A",,"A",,"A",,"R",31,"R",1088634,"R",35117,"R",31,"R",1088634,"R",35117,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
111434,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
111461,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
111513,"R",4,"R",44020,"R",11005,"A",,"A",,"A",,"R",4,"R",44020,"R",11005,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
111638,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
111708,"R",72,"R",858764,"R",11927,"A",,"A",,"A",,"R",72,"R",858764,"R",11927,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
111717,"R",11,"R",115956,"R",10541,"A",,"A",,"A",,"R",11,"R",115956,"R",10541,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
111726,"R",5,"R",31275,"R",6255,"A",,"A",,"A",,"R",5,"R",31275,"R",6255,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
111744,"R",7,"R",64475,"R",9211,"A",,"A",,"A",,"R",7,"R",64475,"R",9211,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
111762,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
111799,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
111887,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
111896,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
111920,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
111939,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
111948,"R",50,"R",544741,"R",10895,"R",3,"R",25989,"R",8663,"R",53,"R",570730,"R",10768,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
111966,"R",4,"R",36084,"R",9021,"R",8,"R",174935,"R",21867,"R",12,"R",211019,"R",17585,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
112075,"R",33,"R",803367,"R",24344,"R",38,"R",288629,"R",7596,"R",71,"R",1091996,"R",15380,"R",2,"R",9000,"R",4500,"R",3,"R",5250,"R",1750,"R",5,"R",14250,"R",2850
112084,"R",73,"R",937157,"R",12838,"R",0,"R",0,"A",,"R",73,"R",937157,"R",12838,"R",3,"R",2250,"R",750,"R",0,"R",0,"A",,"R",3,"R",2250,"R",750
112127,"A",,"A",,"A",,"R",1,"R",18244,"R",18244,"R",1,"R",18244,"R",18244,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
112172,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
112181,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
112190,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
112251,"A",,"A",,"A",,"R",19,"R",441736,"R",23249,"R",19,"R",441736,"R",23249,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
112260,"R",7,"R",99455,"R",14208,"R",0,"R",0,"A",,"R",7,"R",99455,"R",14208,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
112288,"R",2,"R",26970,"R",13485,"A",,"A",,"A",,"R",2,"R",26970,"R",13485,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
112367,"R",1,"R",4000,"R",4000,"A",,"A",,"A",,"R",1,"R",4000,"R",4000,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
112385,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
112394,"R",25,"R",262010,"R",10480,"R",0,"R",0,"A",,"R",25,"R",262010,"R",10480,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
112455,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
112525,"A",,"A",,"A",,"R",20,"R",370151,"R",18508,"R",20,"R",370151,"R",18508,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
112561,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
112570,"R",14,"R",212987,"R",15213,"A",,"A",,"A",,"R",14,"R",212987,"R",15213,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
112686,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
112826,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
113096,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
113111,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
113193,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
113218,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
113236,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
113333,"R",275,"R",185240,"R",674,"A",,"A",,"A",,"R",275,"R",185240,"R",674,"R",1,"R",53,"R",53,"A",,"A",,"A",,"R",1,"R",53,"R",53
113449,"R",4,"R",44679,"R",11170,"A",,"A",,"A",,"R",4,"R",44679,"R",11170,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
113537,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
113573,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
113582,"R",23,"R",406954,"R",17694,"A",,"A",,"A",,"R",23,"R",406954,"R",17694,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
113634,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
113698,"R",8,"R",182440,"R",22805,"R",6,"R",108305,"R",18051,"R",14,"R",290745,"R",20768,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
113704,"A",,"A",,"A",,"R",2,"R",37685,"R",18843,"R",2,"R",37685,"R",18843,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
113856,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
113980,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
114044,"R",6,"R",119623,"R",19937,"A",,"A",,"A",,"R",6,"R",119623,"R",19937,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
114114,"A",,"A",,"A",,"R",4,"R",45263,"R",11316,"R",4,"R",45263,"R",11316,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
114123,"R",9,"R",69834,"R",7759,"R",0,"R",0,"A",,"R",9,"R",69834,"R",7759,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
114266,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
114354,"R",52,"R",1071895,"R",20613,"R",0,"R",0,"A",,"R",52,"R",1071895,"R",20613,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
114390,"R",10,"R",227484,"R",22748,"A",,"A",,"A",,"R",10,"R",227484,"R",22748,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
114415,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
114433,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
114460,"R",11,"R",128752,"R",11705,"A",,"A",,"A",,"R",11,"R",128752,"R",11705,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
114549,"A",,"A",,"A",,"R",42,"R",528170,"R",12575,"R",42,"R",528170,"R",12575,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
114585,"A",,"A",,"A",,"R",4,"R",40437,"R",10109,"R",4,"R",40437,"R",10109,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
114637,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
114716,"R",153,"R",88431,"R",578,"A",,"A",,"A",,"R",153,"R",88431,"R",578,"R",3,"R",589,"R",196,"A",,"A",,"A",,"R",3,"R",589,"R",196
